transaction_id,account_id,amount,tx_type,timestamp,status,merchant,category
TXN_000042,ACC_00296,4070.33,transfer,2024-01-15 00:00:00,completed,"Johnston, Coleman and Scott",restaurant
TXN_000043,ACC_00255,31953.17,payment,2024-11-12 00:00:00,completed,Kent Inc,entertainment
TXN_000044,ACC_00208,12251.45,transfer,2024-09-04 00:00:00,completed,George-Stephens,groceries
TXN_000045,ACC_00248,21985.88,withdrawal,2024-03-21 00:00:00,completed,Lopez-Fletcher,travel
TXN_000046,ACC_00164,43075.64,transfer,2024-06-09 00:00:00,reversed,Lane Inc,travel
TXN_000047,ACC_00055,25753.86,transfer,2024-07-08 00:00:00,completed,"Smith, Pena and Watts",electronics
TXN_000048,ACC_00073,22485.3,credit,2024-05-16 00:00:00,completed,Ortiz-Rodriguez,restaurant
TXN_000049,ACC_00082,20912.56,transfer,2024-11-11 00:00:00,failed,Pearson-King,utilities
TXN_000050,ACC_00256,38158.44,payment,2024-04-07 00:00:00,completed,"Henderson, Diaz and Hill",entertainment
TXN_000051,ACC_00202,1168.58,payment,2024-09-11 00:00:00,completed,"Sanders, Harris and Arnold",healthcare
TXN_000052,ACC_00025,29171.37,credit,2024-04-20 00:00:00,completed,"Olson, Wood and Peters",fuel
TXN_000053,ACC_00056,26839.17,withdrawal,2024-05-26 00:00:00,completed,Hinton-Lane,entertainment
TXN_000054,ACC_00188,38195.2,credit,2024-07-06 00:00:00,completed,"Sanders, Taylor and Shields",healthcare
TXN_000055,ACC_00038,27665.61,withdrawal,2024-07-04 00:00:00,completed,Adkins Group,entertainment
TXN_000056,ACC_00061,34023.13,debit,2024-11-15 00:00:00,reversed,"Avery, Garcia and Romero",restaurant
TXN_000057,ACC_00174,39746.91,payment,2024-07-10 00:00:00,failed,Owen-Mendez,travel
TXN_000058,ACC_00206,30127.12,payment,2024-04-11 00:00:00,completed,"Mann, Martin and Oconnell",groceries
TXN_000059,ACC_00243,35682.46,payment,2024-03-11 00:00:00,completed,Brock and Sons,travel
TXN_000060,ACC_00164,46569.12,debit,2024-06-16 00:00:00,completed,Frost-Graham,entertainment
TXN_000061,ACC_00261,16825.31,payment,2024-10-30 00:00:00,completed,Baker LLC,entertainment
TXN_000062,ACC_00189,40789.28,transfer,2024-08-31 00:00:00,completed,Lynch Ltd,restaurant
TXN_000063,ACC_00014,15390.81,payment,2024-10-25 00:00:00,completed,Arias-Morales,healthcare
TXN_000064,ACC_00088,29180.33,payment,2024-01-27 00:00:00,completed,"Meyer, Dawson and Harper",restaurant
TXN_000065,ACC_00125,41084.85,credit,2024-03-16 00:00:00,completed,Bowman Group,electronics
TXN_000066,ACC_00161,956.68,withdrawal,2024-04-07 00:00:00,completed,Harris Ltd,healthcare
TXN_000067,ACC_00242,25095.96,credit,2024-07-29 00:00:00,completed,"Mitchell, Johnson and Greene",healthcare
TXN_000068,ACC_00245,16259.23,payment,2024-10-14 00:00:00,completed,"Hale, Gilbert and Craig",travel
TXN_000069,ACC_00176,45607.09,payment,2024-08-23 00:00:00,completed,Allen-Smith,entertainment
TXN_000070,ACC_00127,24214.16,transfer,2024-11-08 00:00:00,completed,Miller LLC,healthcare
TXN_000071,ACC_00107,38561.0,withdrawal,2024-06-01 00:00:00,completed,Gomez-Foster,utilities
TXN_000072,ACC_00141,46685.68,transfer,2024-10-13 00:00:00,completed,"Gonzalez, Smith and Padilla",restaurant
TXN_000073,ACC_00075,40920.69,transfer,2024-07-21 00:00:00,completed,Dunn Ltd,electronics
TXN_000074,ACC_00132,46201.24,withdrawal,2024-06-26 00:00:00,completed,"Herman, Bailey and Richmond",entertainment
TXN_000075,ACC_00071,34811.6,credit,2024-10-14 00:00:00,completed,Perez-Mccarty,healthcare
TXN_000076,ACC_00272,2547.76,debit,2024-05-04 00:00:00,completed,Spears-Andrews,groceries
TXN_000077,ACC_00242,20670.94,credit,2024-02-21 00:00:00,completed,Thompson-Hunter,travel
TXN_000078,ACC_00081,48226.29,withdrawal,2024-01-03 00:00:00,completed,"Jones, Phillips and Arroyo",fuel
TXN_000079,ACC_00148,32530.43,transfer,2024-09-01 00:00:00,completed,"Frye, Walter and Li",groceries
TXN_000080,ACC_00119,32618.41,payment,2024-02-15 00:00:00,completed,"Wright, Ramos and Bennett",groceries
TXN_000081,ACC_00091,20900.07,credit,2024-03-30 00:00:00,reversed,Carrillo-Todd,restaurant
TXN_000082,ACC_00149,9323.72,credit,2024-09-10 00:00:00,completed,Maldonado-Mosley,electronics
TXN_000083,ACC_00279,14235.24,payment,2024-06-20 00:00:00,completed,Olson LLC,travel
TXN_000084,ACC_00099,23406.36,credit,2024-09-15 00:00:00,completed,Reyes and Sons,fuel
TXN_000085,ACC_00096,12870.67,credit,2024-11-27 00:00:00,completed,"Haynes, Mcbride and Gutierrez",entertainment
TXN_000086,ACC_00099,-33723.31,debit,2024-10-17 00:00:00,completed,Black-Smith,restaurant
TXN_000087,ACC_00045,25768.88,withdrawal,2024-08-06 00:00:00,completed,Wright-Davis,travel
TXN_000088,ACC_00128,23877.93,credit,2024-03-12 00:00:00,completed,"Goodman, Peterson and Spencer",healthcare
TXN_000089,ACC_00169,37690.3,transfer,2024-08-16 00:00:00,completed,Woods LLC,groceries
TXN_000090,ACC_00121,32687.63,credit,2024-05-13 00:00:00,completed,Shannon LLC,fuel
TXN_000091,ACC_00258,7994.24,transfer,2024-06-06 00:00:00,completed,Valentine Ltd,entertainment
TXN_000092,ACC_00113,30735.13,debit,2024-07-07 00:00:00,completed,Porter and Sons,fuel
TXN_000093,ACC_00282,18687.51,withdrawal,2024-11-06 00:00:00,pending,Moss LLC,healthcare
TXN_000094,ACC_00306,34020.29,credit,2024-05-06 00:00:00,completed,Perez and Sons,utilities
TXN_000095,ACC_00058,45863.06,credit,2024-02-09 00:00:00,pending,"Kelly, Maxwell and Wilson",healthcare
TXN_000096,ACC_00085,26837.64,transfer,2024-10-20 00:00:00,failed,Lowe Ltd,fuel
TXN_000097,ACC_00299,34017.96,withdrawal,2024-02-29 00:00:00,completed,Austin-Duran,fuel
TXN_000098,ACC_00263,22677.08,,2024-01-29 00:00:00,completed,"Rubio, Charles and Watson",groceries
TXN_000099,ACC_00158,23124.29,credit,2024-10-13 00:00:00,completed,Vasquez-Galloway,groceries
TXN_000100,ACC_00024,28919.78,withdrawal,2024-04-21 00:00:00,completed,"Melton, Henry and Joyce",electronics
TXN_000101,ACC_00036,49706.24,,2024-10-04 00:00:00,completed,"Ramirez, Walker and Ray",restaurant
TXN_000102,ACC_00216,38450.91,transfer,2024-04-02 00:00:00,reversed,Fox Group,restaurant
TXN_000103,ACC_00194,43482.32,withdrawal,2024-08-17 00:00:00,completed,Ayers-Johnson,travel
TXN_000104,ACC_00061,43015.73,debit,2024-11-30 00:00:00,reversed,Long-Parks,restaurant
TXN_000105,ACC_00115,6376.08,credit,2024-09-27 00:00:00,pending,Bryant Inc,entertainment
TXN_000106,ACC_00279,33678.26,withdrawal,2024-08-25 00:00:00,completed,"Holmes, Stewart and Smith",healthcare
TXN_000107,ACC_00080,23036.66,transfer,2024-05-06 00:00:00,completed,"Clark, Carpenter and Nguyen",electronics
TXN_000108,ACC_00215,40475.81,payment,2024-01-17 00:00:00,pending,"Hensley, Lopez and Baker",groceries
TXN_000109,ACC_00052,10312.02,payment,2024-05-03 00:00:00,completed,Ruiz-Austin,groceries
TXN_000110,ACC_00206,37029.65,withdrawal,2024-05-05 00:00:00,completed,White-Coleman,healthcare
TXN_000111,ACC_00149,7015.38,debit,2024-01-29 00:00:00,pending,Haynes-Watson,utilities
TXN_000112,ACC_00165,29899.9,debit,2024-10-22 00:00:00,completed,Ramirez-White,travel
TXN_000113,ACC_00212,26067.34,transfer,2024-12-04 00:00:00,completed,Krause Ltd,travel
TXN_000114,ACC_00285,33940.72,,2024-11-16 00:00:00,completed,Olsen Ltd,utilities
TXN_000115,ACC_00269,33570.41,,2024-11-25 00:00:00,completed,Brock-Peters,restaurant
TXN_000116,ACC_00095,15001.43,payment,2024-03-17 00:00:00,completed,Gonzalez-Marsh,healthcare
TXN_000117,ACC_00074,42878.49,withdrawal,2024-06-02 00:00:00,failed,"Hernandez, Shaffer and Thompson",restaurant
TXN_000118,ACC_00069,27868.77,withdrawal,2024-08-01 00:00:00,completed,Taylor-Barry,healthcare
TXN_000119,ACC_00231,32338.83,transfer,2024-06-18 00:00:00,completed,"Holmes, Le and Floyd",healthcare
TXN_000120,ACC_00310,13430.39,payment,2024-01-27 00:00:00,completed,King-Garrison,electronics
TXN_000121,ACC_00301,40234.48,payment,2024-04-06 00:00:00,completed,Ross Ltd,healthcare
TXN_000122,ACC_00008,15166.37,debit,2024-06-19 00:00:00,failed,Brown LLC,electronics
TXN_000123,ACC_00310,45722.92,debit,2024-09-02 00:00:00,completed,Combs-Davis,healthcare
TXN_000124,ACC_00145,16087.53,withdrawal,2024-10-09 00:00:00,completed,"Cook, Ward and Castro",utilities
TXN_000125,ACC_00263,13085.47,withdrawal,2024-06-06 00:00:00,completed,Cooper-Jenkins,fuel
TXN_000126,ACC_00190,45717.38,transfer,2024-06-12 00:00:00,completed,Dillon-Mccarty,healthcare
TXN_000127,ACC_00284,820.83,payment,2024-03-15 00:00:00,completed,Ray Ltd,restaurant
TXN_000128,ACC_00169,7629.05,debit,2024-05-31 00:00:00,completed,"Ryan, Krause and Mitchell",healthcare
TXN_000129,ACC_00173,-27536.62,transfer,2024-09-12 00:00:00,pending,Nunez-Freeman,fuel
TXN_000130,ACC_00236,36982.31,debit,2024-11-24 00:00:00,completed,"Griffin, Miller and Austin",utilities
TXN_000131,ACC_00280,7006.53,withdrawal,2024-03-27 00:00:00,completed,Welch-Thomas,groceries
TXN_000132,ACC_00039,1700.85,credit,2024-09-25 00:00:00,pending,Davidson LLC,restaurant
TXN_000133,ACC_00119,42128.81,credit,2024-03-11 00:00:00,completed,Welch-Duncan,groceries
TXN_000134,ACC_00192,25291.59,credit,2024-04-21 00:00:00,completed,Miller LLC,fuel
TXN_000135,ACC_00004,24397.84,payment,2024-12-03 00:00:00,completed,Edwards Ltd,groceries
TXN_000136,ACC_00141,26475.59,payment,2024-01-09 00:00:00,reversed,Page-Jacobs,groceries
TXN_000137,ACC_00221,,debit,2024-09-14 00:00:00,completed,Nelson-Wallace,electronics
TXN_000138,ACC_00099,7453.39,payment,2024-09-25 00:00:00,completed,Adkins-Meyer,utilities
TXN_000139,ACC_00041,39748.87,transfer,2024-05-16 00:00:00,reversed,Gutierrez-White,fuel
TXN_000140,ACC_00116,12167.96,transfer,2024-10-16 00:00:00,completed,Martinez and Sons,electronics
TXN_000141,ACC_00017,49583.82,credit,2024-11-30 00:00:00,completed,"King, Manning and Brady",restaurant
TXN_000142,ACC_00005,23805.49,debit,2024-10-09 00:00:00,completed,Jackson Inc,restaurant
TXN_000143,ACC_00290,39220.97,credit,2024-11-26 00:00:00,failed,Brown Group,groceries
TXN_000144,ACC_00291,10578.74,withdrawal,2024-04-27 00:00:00,completed,"Brown, Wise and Warren",electronics
TXN_000145,ACC_00279,46279.98,payment,2024-12-16 00:00:00,completed,Garcia PLC,travel
TXN_000146,ACC_00107,792.75,payment,2024-06-10 00:00:00,completed,Miller Group,restaurant
TXN_000147,ACC_00289,14970.85,debit,2024-02-09 00:00:00,completed,Perez-Rojas,restaurant
TXN_000148,ACC_00170,44827.32,withdrawal,2024-12-12 00:00:00,pending,Sims-Anderson,travel
TXN_000149,ACC_00257,36210.94,transfer,2024-12-18 00:00:00,completed,Johnson Ltd,restaurant
TXN_000150,ACC_00175,41935.35,,2024-04-28 00:00:00,pending,Dalton-Nguyen,restaurant
TXN_000151,ACC_00140,1490.99,withdrawal,2024-06-16 00:00:00,completed,Mcdonald-Pitts,utilities
TXN_000152,ACC_00222,47057.73,debit,2024-10-10 00:00:00,completed,Dunn-Taylor,restaurant
TXN_000153,ACC_00152,38610.65,debit,2024-02-13 00:00:00,completed,"Ryan, Garza and Bryant",electronics
TXN_000154,ACC_00079,7719.51,withdrawal,2024-05-17 00:00:00,completed,"Fields, Elliott and Mills",electronics
TXN_000155,ACC_00158,269.71,withdrawal,2024-02-16 00:00:00,completed,"Ferguson, Stout and Olson",entertainment
TXN_000156,ACC_00096,6634.03,withdrawal,2024-02-22 00:00:00,completed,Ballard Group,restaurant
TXN_000157,ACC_00182,1322.83,payment,2024-02-22 00:00:00,completed,Diaz-Green,utilities
TXN_000158,ACC_00212,626.91,withdrawal,2024-07-16 00:00:00,pending,Smith-Mills,healthcare
TXN_000159,ACC_00195,26060.02,debit,2024-10-19 00:00:00,completed,Cooper Group,entertainment
TXN_000160,ACC_00033,24661.27,debit,2024-05-17 00:00:00,completed,"Smith, Weeks and Arroyo",restaurant
TXN_000161,ACC_00040,24216.72,transfer,2024-06-02 00:00:00,completed,Evans-Cannon,healthcare
TXN_000162,ACC_00101,24795.16,withdrawal,2024-11-16 00:00:00,completed,Harper-Robles,entertainment
TXN_000163,ACC_00171,47441.68,payment,2024-01-04 00:00:00,completed,"Brooks, Jenkins and Castro",utilities
TXN_000164,ACC_00305,16743.46,debit,2024-08-13 00:00:00,completed,Wright-Espinoza,healthcare
TXN_000165,ACC_00204,15716.02,transfer,2024-09-02 00:00:00,completed,"Price, Gray and Baker",fuel
TXN_000166,ACC_00167,39100.9,withdrawal,2024-10-21 00:00:00,completed,Garrett-Black,restaurant
TXN_000167,ACC_00289,5703.25,debit,2024-07-05 00:00:00,completed,"Aguirre, Cohen and Mitchell",travel
TXN_000168,ACC_00014,38383.22,withdrawal,2024-12-15 00:00:00,failed,"Patel, Adams and Lopez",healthcare
TXN_000169,ACC_00036,39886.3,withdrawal,2024-08-12 00:00:00,completed,White LLC,travel
TXN_000170,ACC_00130,15148.6,debit,2024-11-20 00:00:00,completed,Walsh PLC,restaurant
TXN_000171,ACC_00307,22458.85,withdrawal,2024-02-07 00:00:00,completed,Nelson-Dean,restaurant
TXN_000172,ACC_00185,1847.89,payment,2024-10-05 00:00:00,completed,Flores and Sons,electronics
TXN_000173,ACC_00182,38450.01,debit,2024-02-25 00:00:00,completed,Booker Inc,groceries
TXN_000174,ACC_00205,49180.57,transfer,2024-10-15 00:00:00,reversed,Compton LLC,restaurant
TXN_000175,ACC_00133,537.28,debit,2024-02-24 00:00:00,completed,Martinez-Gonzales,healthcare
TXN_000176,ACC_00238,18712.24,payment,2024-08-16 00:00:00,completed,Hall and Sons,travel
TXN_000177,ACC_00248,49885.16,credit,2024-06-25 00:00:00,completed,Snyder LLC,electronics
TXN_000178,ACC_00073,41567.57,transfer,2024-02-29 00:00:00,completed,Collins-Lloyd,fuel
TXN_000179,ACC_00179,26060.53,withdrawal,2024-04-15 00:00:00,completed,Ford-Moody,fuel
TXN_000180,ACC_00023,3368.05,credit,2024-06-12 00:00:00,completed,Miller-Christensen,utilities
TXN_000181,ACC_00085,5477.04,debit,2024-11-27 00:00:00,completed,Brown Group,travel
TXN_000182,ACC_00237,27996.85,debit,2024-06-18 00:00:00,pending,Daniels and Sons,travel
TXN_000183,ACC_00222,32027.54,withdrawal,2024-04-05 00:00:00,completed,Huang LLC,healthcare
TXN_000184,ACC_00200,29614.24,credit,2024-08-18 00:00:00,completed,Clayton-Martinez,healthcare
TXN_000185,ACC_00033,37618.75,payment,2024-05-22 00:00:00,completed,"Wright, Wise and Ramos",travel
TXN_000186,ACC_00235,16305.99,credit,2024-07-06 00:00:00,completed,"Vang, Gonzalez and Moss",fuel
TXN_000187,ACC_00161,48296.16,payment,2024-09-27 00:00:00,completed,Boyd and Sons,restaurant
TXN_000188,ACC_00181,5720.46,withdrawal,2024-10-27 00:00:00,completed,Price-Ali,entertainment
TXN_000189,ACC_00069,29512.52,transfer,2024-11-10 00:00:00,completed,Moore-Chandler,entertainment
TXN_000190,ACC_00073,9160.4,payment,2024-02-29 00:00:00,completed,"Pineda, Meyer and King",travel
TXN_000191,ACC_00096,19191.66,,2024-10-21 00:00:00,completed,"Evans, Ward and Williams",travel
TXN_000192,ACC_00148,8351.61,debit,2024-10-11 00:00:00,completed,"Robinson, Rodriguez and Chen",fuel
TXN_000193,ACC_00184,2690.03,credit,2024-11-13 00:00:00,completed,Smith-Bauer,healthcare
TXN_000194,ACC_00259,48191.82,withdrawal,2024-07-15 00:00:00,completed,"Wilson, Mccormick and Smith",fuel
TXN_000195,ACC_00228,35510.02,withdrawal,2024-07-31 00:00:00,completed,Perkins Ltd,groceries
TXN_000196,ACC_00141,14611.57,debit,2024-04-22 00:00:00,completed,Barker-Moore,travel
TXN_000197,ACC_00254,28286.87,payment,2024-08-22 00:00:00,completed,Wright Group,electronics
TXN_000198,ACC_00188,38757.9,payment,2024-05-17 00:00:00,pending,Parks LLC,groceries
TXN_000199,ACC_00218,27322.2,credit,2024-08-13 00:00:00,completed,"Brown, Kelly and Moore",healthcare
TXN_000200,ACC_00017,43741.74,withdrawal,2024-06-01 00:00:00,completed,"Moody, Martinez and Hall",electronics
TXN_000201,ACC_00061,43265.87,debit,2024-08-12 00:00:00,completed,"Kramer, Sherman and Trujillo",utilities
TXN_000202,ACC_00220,30516.99,debit,2024-12-29 00:00:00,completed,Quinn-Smith,healthcare
TXN_000203,ACC_00292,40273.97,transfer,2024-04-15 00:00:00,completed,Howard-Taylor,travel
TXN_000204,ACC_00150,48950.22,transfer,2024-06-14 00:00:00,completed,Washington Group,electronics
TXN_000205,ACC_00211,48138.97,credit,2024-03-10 00:00:00,reversed,"Phillips, Terry and Lopez",travel
TXN_000206,ACC_00128,43305.28,debit,2024-12-25 00:00:00,completed,Stephens LLC,healthcare
TXN_000207,ACC_00073,19641.11,payment,2024-12-12 00:00:00,completed,"Mcdonald, Dillon and George",restaurant
TXN_000208,ACC_00048,22605.07,withdrawal,2024-07-11 00:00:00,completed,"Martin, Schmidt and Cole",entertainment
TXN_000209,ACC_00189,46817.44,withdrawal,2024-12-21 00:00:00,reversed,Weaver-Gibson,utilities
TXN_000210,ACC_00048,133.63,withdrawal,2024-10-24 00:00:00,completed,"Hunter, Gross and Andrade",utilities
TXN_000211,ACC_00204,39785.94,,2024-02-02 00:00:00,reversed,"Vincent, Parsons and Allen",healthcare
TXN_000212,ACC_00146,13434.16,transfer,2024-09-10 00:00:00,completed,"Brown, Coffey and Fuentes",travel
TXN_000213,ACC_00176,42622.6,credit,2024-10-16 00:00:00,completed,Warren Group,fuel
TXN_000214,ACC_00081,6220.62,withdrawal,2024-01-09 00:00:00,completed,"Moore, Campbell and Ortiz",restaurant
TXN_000215,ACC_00068,49784.75,transfer,2024-04-13 00:00:00,completed,Rodriguez-Mills,entertainment
TXN_000216,ACC_00129,32732.85,credit,2024-02-17 00:00:00,completed,Williams and Sons,travel
TXN_000217,ACC_00157,19823.11,debit,2024-01-27 00:00:00,completed,Russo and Sons,electronics
TXN_000218,ACC_00110,4768.23,withdrawal,2024-12-26 00:00:00,completed,Washington Inc,healthcare
TXN_000219,ACC_00005,34002.34,,2024-09-22 00:00:00,completed,Duncan Group,electronics
TXN_000220,ACC_00245,34704.61,credit,2024-08-04 00:00:00,completed,"Burns, Hanson and Garza",electronics
TXN_000221,ACC_00189,5169.04,transfer,2024-02-22 00:00:00,completed,Diaz PLC,travel
TXN_000222,ACC_00074,49647.08,credit,2024-11-24 00:00:00,completed,"Jones, Conrad and Clark",groceries
TXN_000223,ACC_00226,32504.51,transfer,2024-11-08 00:00:00,completed,Hebert-Collier,travel
TXN_000224,ACC_00227,30807.64,debit,2024-07-29 00:00:00,completed,Owen-Brown,electronics
TXN_000225,ACC_00302,37624.76,withdrawal,2024-03-12 00:00:00,completed,"Paul, Zamora and Short",restaurant
TXN_000226,ACC_00127,39555.92,transfer,2024-06-10 00:00:00,completed,"Brown, Jensen and Rice",healthcare
TXN_000227,ACC_00312,30053.94,transfer,2024-10-10 00:00:00,pending,"Jones, Torres and Blackburn",groceries
TXN_000228,ACC_00106,43792.6,payment,2024-12-03 00:00:00,completed,"Davis, Hardy and Schmidt",healthcare
TXN_000229,ACC_00028,14784.15,debit,2024-07-19 00:00:00,completed,Lee Ltd,electronics
TXN_000230,ACC_00305,24984.13,credit,2024-05-03 00:00:00,completed,Hudson and Sons,groceries
TXN_000231,ACC_00068,46696.88,withdrawal,2024-07-03 00:00:00,failed,"Curry, Perry and Garcia",restaurant
TXN_000232,ACC_00089,27322.35,withdrawal,2024-07-06 00:00:00,reversed,"Ray, Craig and Park",electronics
TXN_000233,ACC_00008,29372.3,transfer,2024-01-09 00:00:00,completed,Andrade-Jackson,groceries
TXN_000234,ACC_00257,25335.46,withdrawal,2024-07-22 00:00:00,completed,Pierce PLC,restaurant
TXN_000235,ACC_00276,32030.46,payment,2024-02-12 00:00:00,completed,Sandoval-Ferguson,electronics
TXN_000236,ACC_00105,3960.29,debit,2024-06-07 00:00:00,completed,"Ramos, Gomez and Edwards",restaurant
TXN_000237,ACC_00034,31718.37,transfer,2024-10-27 00:00:00,completed,Kirk-Gutierrez,healthcare
TXN_000238,ACC_00223,12231.54,credit,2024-01-30 00:00:00,completed,"Jordan, Swanson and Franklin",groceries
TXN_000239,ACC_00090,33307.32,credit,2024-06-07 00:00:00,completed,"Gardner, Brooks and Pierce",travel
TXN_000240,ACC_00255,577.42,transfer,2024-12-25 00:00:00,completed,"King, Nixon and West",entertainment
TXN_000241,ACC_00138,18599.75,credit,2024-03-26 00:00:00,pending,Smith-Johnson,groceries
TXN_000242,ACC_00140,40357.32,payment,2024-06-20 00:00:00,completed,Larson-Holmes,electronics
TXN_000243,ACC_00185,22765.34,credit,2024-09-11 00:00:00,completed,Smith-Joyce,travel
TXN_000244,ACC_00053,7873.93,payment,2024-07-07 00:00:00,completed,Foley Inc,electronics
TXN_000245,ACC_00002,37041.59,credit,2024-04-26 00:00:00,failed,"Short, Ellison and Dixon",groceries
TXN_000246,ACC_00187,-2308.62,withdrawal,2024-05-05 00:00:00,failed,"Howe, Moore and Johnson",travel
TXN_000247,ACC_00215,27647.71,debit,2024-01-19 00:00:00,completed,Moore-Baker,restaurant
TXN_000248,ACC_00040,13570.19,payment,2024-06-12 00:00:00,completed,"Wright, Scott and Evans",groceries
TXN_000249,ACC_00265,11167.02,credit,2024-04-01 00:00:00,reversed,"Ross, Hardin and Navarro",electronics
TXN_000250,ACC_00160,43302.95,transfer,2024-08-26 00:00:00,completed,"Nguyen, Olson and Freeman",fuel
TXN_000251,ACC_00150,18452.28,payment,2024-01-05 00:00:00,pending,"Warner, Weiss and Davis",healthcare
TXN_000252,ACC_00253,18420.0,debit,2024-08-25 00:00:00,completed,"Evans, Cross and Johnston",healthcare
TXN_000253,ACC_00210,328.83,credit,2024-03-18 00:00:00,completed,Deleon LLC,utilities
TXN_000254,ACC_00005,41980.3,transfer,2024-11-21 00:00:00,completed,Hobbs-Hamilton,restaurant
TXN_000255,ACC_00272,5206.41,debit,2024-06-06 00:00:00,completed,Kane and Sons,groceries
TXN_000256,ACC_00048,35585.51,credit,2024-03-13 00:00:00,failed,"Delgado, Guzman and Smith",restaurant
TXN_000257,ACC_00235,44779.94,credit,2024-12-24 00:00:00,completed,"Reyes, Torres and Williams",travel
TXN_000258,ACC_00039,40999.94,payment,2024-11-22 00:00:00,completed,"Cunningham, Murphy and Wolfe",restaurant
